iter	Passed	Remaining
1639	45037	37348
1640	45064	37320
1641	45090	37291
1642	45115	37262
1643	45144	37235
1644	45173	37209
1645	45200	37182
1646	45226	37153
1647	45253	37125
1648	45279	37096
1649	45306	37068
1650	45331	37039
1651	45358	37011
1652	45384	36982
1653	45419	36962
1654	45447	36934
1655	45473	36906
1656	45500	36878
1657	45528	36850
1658	45553	36821
1659	45580	36793
1660	45607	36766
1661	45635	36738
1662	45666	36714
1663	45695	36688
1664	45723	36660
1665	45749	36632
1666	45777	36605
1667	45803	36577
1668	45831	36549
1669	45859	36522
1670	45886	36495
1671	45913	36466
1672	45942	36440
1673	45968	36412
1674	45996	36385
1675	46024	36358
1676	46051	36330
1677	46078	36302
1678	46105	36274
1679	46132	36246
1680	46160	36219
1681	46187	36191
1682	46211	36162
1683	46240	36135
1684	46266	36107
1685	46295	36080
1686	46313	36045
1687	46339	36017
1688	46363	35987
1689	46390	35959
1690	46418	35932
1691	46446	35905
1692	46474	35878
1693	46501	35850
1694	46526	35821
1695	46552	35792
1696	46578	35764
1697	46607	35738
1698	46634	35710
1699	46661	35682
1700	46689	35655
1701	46741	35646
1702	46771	35621
1703	46797	35592
1704	46824	35564
1705	46850	35536
1706	46878	35508
1707	46906	35481
1708	46931	35452
1709	46960	35426
1710	46988	35399
1711	47020	35374
1712	47047	35347
1713	47075	35320
1714	47102	35292
1715	47128	35263
1716	47154	35235
1717	47181	35207
1718	47208	35179
1719	47234	35151
1720	47260	35122
1721	47287	35095
1722	47313	35066
1723	47339	35037
1724	47363	35008
1725	47391	34980
1726	47417	34952
1727	47441	34922
1728	47467	34893
1729	47494	34865
1730	47520	34837
1731	47544	34807
1732	47571	34779
1733	47596	34750
1734	47623	34722
1735	47650	34695
1736	47677	34666
1737	47703	34638
1738	47730	34610
1739	47757	34582
1740	47783	34554
1741	47819	34533
1742	47890	34537
1743	47950	34533
1744	47995	34518
1745	48041	34503
1746	48081	34485
1747	48121	34466
1748	48158	34446
1749	48191	34422
1750	48234	34406
1751	48268	34382
1752	48303	34360
1753	48331	34333
1754	48363	34309
1755	48399	34287
1756	48432	34263
1757	48463	34238
1758	48494	34213
1759	48529	34190
1760	48580	34180
1761	48616	34158
1762	48653	34137
1763	48688	34114
1764	48720	34090
1765	48750	34064
1766	48785	34042
1767	48817	34017
1768	48853	33996
1769	48885	33971
1770	48921	33949
1771	48955	33926
1772	48994	33906
1773	49032	33886
1774	49070	33865
1775	49107	33844
1776	49144	33823
1777	49181	33801
1778	49216	33779
1779	49249	33755
1780	49278	33728
1781	49307	33701
1782	49335	33674
1783	49366	33648
1784	49416	33636
1785	49475	33629
1786	49508	33605
1787	49546	33585
1788	49579	33560
1789	49610	33535
1790	49641	33510
1791	49673	33484
1792	49703	33459
1793	49736	33435
1794	49766	33408
1795	49796	33382
1796	49829	33358
1797	49861	33333
1798	49890	33306
1799	49923	33282
1800	49954	33256
1801	49984	33230
1802	50014	33204
1803	50044	33178
1804	50076	33153
1805	50109	33128
1806	50136	33100
1807	50164	33073
1808	50185	33040
1809	50211	33011
1810	50237	32982
1811	50292	32973
1812	50326	32949
1813	50354	32921
1814	50380	32893
1815	50407	32865
1816	50439	32839
1817	50465	32810
1818	50492	32782
1819	50520	32754
1820	50545	32725
1821	50573	32697
1822	50600	32669
1823	50628	32642
1824	50655	32613
1825	50681	32585
1826	50709	32557
1827	50736	32528
1828	50764	32501
1829	50792	32474
1830	50822	32447
1831	50850	32420
1832	50877	32391
1833	50904	32363
1834	50932	32335
1835	50962	32309
1836	50989	32281
1837	51018	32254
1838	51047	32227
1839	51074	32198
1840	51101	32171
1841	51131	32144
1842	51158	32116
1843	51193	32092
1844	51231	32071
1845	51269	32050
1846	51301	32024
1847	51327	31996
1848	51354	31968
1849	51382	31940
1850	51409	31912
1851	51436	31884
1852	51465	31857
1853	51492	31828
1854	51522	31802
1855	51550	31774
1856	51577	31746
1857	51603	31717
1858	51629	31688
1859	51657	31660
1860	51684	31632
1861	51710	31603
1862	51736	31575
1863	51764	31547
1864	51792	31519
1865	51825	31495
1866	51861	31472
1867	51898	31450
1868	51934	31427
1869	51970	31404
1870	52003	31379
1871	52032	31353
1872	52075	31334
1873	52104	31307
1874	52131	31278
1875	52163	31253
1876	52190	31225
1877	52216	31196
1878	52243	31168
1879	52272	31141
1880	52298	31112
1881	52325	31083
1882	52353	31056
1883	52379	31027
1884	52418	31006
1885	52466	30990
1886	52510	30971
1887	52540	30945
1888	52577	30923
1889	52611	30898
1890	52668	30888
1891	52723	30876
1892	52762	30855
1893	52823	30845
1894	52866	30827
1895	52911	30809
1896	52965	30796
1897	53010	30778
1898	53060	30763
1899	53099	30742
1900	53139	30721
1901	53190	30706
1902	53237	30689
1903	53325	30695
1904	53384	30685
1905	53431	30668
1906	53459	30640
1907	53493	30615
1908	53523	30588
1909	53557	30564
1910	53585	30536
1911	53614	30508
1912	53648	30484
1913	53676	30456
1914	53703	30427
1915	53739	30403
1916	53771	30378
1917	53799	30349
1918	53827	30321
1919	53859	30296
1920	53888	30268
1921	53917	30240
1922	53950	30215
1923	53984	30190
1924	54014	30163
1925	54050	30140
1926	54088	30117
1927	54123	30093
1928	54160	30070
1929	54198	30047
1930	54239	30027
1931	54286	30009
1932	54332	29990
1933	54374	29970
1934	54421	29953
1935	54454	29927
1936	54483	29899
1937	54514	29873
1938	54546	29847
1939	54576	29820
1940	54603	29791
1941	54631	29763
1942	54660	29735
1943	54693	29709
1944	54717	29679
1945	54745	29651
1946	54772	29622
1947	54800	29594
1948	54829	29566
1949	54857	29538
1950	54889	29512
1951	54921	29486
1952	54948	29457
1953	54976	29429
1954	55005	29401
1955	55032	29373
1956	55072	29351
1957	55102	29324
1958	55136	29299
1959	55171	29274
1960	55205	29249
1961	55234	29222
1962	55268	29196
1963	55300	29170
1964	55331	29143
1965	55362	29117
1966	55400	29094
1967	55430	29067
1968	55457	29038
1969	55485	29010
1970	55515	28983
1971	55542	28954
1972	55571	28926
1973	55600	28898
1974	55627	28870
1975	55655	28841
1976	55681	28812
1977	55709	28784
1978	55739	28756
1979	55767	28728
1980	55793	28699
1981	55821	28671
1982	55852	28644
1983	55879	28615
1984	55907	28587
1985	55936	28559
1986	55966	28532
1987	55992	28503
1988	56019	28474
1989	56049	28447
1990	56111	28436
1991	56151	28413
1992	56182	28387
1993	56209	28358
1994	56236	28329
1995	56262	28300
1996	56291	28272
1997	56318	28244
1998	56347	28216
1999	56374	28187
2000	56402	28158
2001	56431	28130
2002	56458	28102
2003	56487	28074
2004	56517	28047
2005	56545	28018
2006	56573	27990
2007	56603	27963
2008	56629	27934
2009	56656	27905
2010	56684	27877
2011	56714	27849
2012	56742	27821
2013	56769	27792
2014	56795	27763
2015	56823	27735
2016	56851	27707
2017	56878	27678
2018	56905	27649
2019	56934	27621
2020	56962	27593
2021	56990	27565
2022	57021	27538
2023	57052	27511
2024	57080	27483
2025	57108	27454
2026	57136	27426
2027	57164	27398
2028	57192	27370
2029	57220	27341
2030	57251	27315
2031	57279	27286
2032	57305	27257
2033	57333	27229
2034	57361	27201
2035	57409	27182
2036	57441	27155
2037	57469	27127
2038	57496	27098
2039	57526	27071
2040	57555	27043
2041	57585	27016
2042	57613	26987
2043	57643	26960
2044	57671	26932
2045	57698	26903
2046	57727	26875
2047	57755	26847
2048	57782	26818
2049	57810	26790
2050	57840	26762
2051	57870	26735
2052	57900	26708
2053	57928	26680
2054	57961	26653
2055	57989	26625
2056	58016	26596
2057	58043	26568
2058	58071	26539
2059	58098	26511
2060	58127	26482
2061	58159	26456
2062	58194	26431
2063	58226	26404
2064	58255	26377
2065	58283	26348
2066	58311	26320
2067	58341	26293
2068	58370	26265
2069	58397	26236
2070	58423	26207
2071	58452	26179
2072	58482	26151
2073	58509	26123
2074	58536	26094
2075	58565	26066
2076	58592	26037
2077	58619	26009
2078	58647	25981
2079	58676	25952
2080	58714	25929
2081	58743	25901
2082	58774	25874
2083	58803	25846
2084	58831	25818
2085	58860	25790
2086	58889	25762
2087	58917	25733
2088	58945	25705
2089	58975	25678
2090	59002	25649
2091	59030	25621
2092	59059	25593
2093	59088	25565
2094	59115	25536
2095	59142	25507
2096	59171	25480
2097	59199	25451
2098	59226	25423
2099	59255	25395
2100	59283	25366
2101	59310	25338
2102	59336	25309
2103	59366	25281
2104	59392	25252
2105	59419	25223
2106	59446	25194
2107	59475	25166
2108	59501	25138
2109	59524	25107
2110	59551	25078
2111	59578	25050
2112	59605	25021
2113	59633	24993
2114	59661	24964
2115	59688	24936
2116	59717	24908
2117	59744	24879
2118	59770	24850
2119	59800	24822
2120	59827	24793
2121	59855	24765
2122	59884	24737
2123	59909	24708
2124	59935	24679
2125	59963	24651
2126	59993	24623
2127	60040	24602
2128	60071	24576
2129	60099	24547
2130	60127	24519
2131	60155	24491
2132	60184	24463
2133	60212	24435
2134	60240	24406
2135	60268	24378
2136	60296	24349
2137	60323	24321
2138	60352	24293
2139	60372	24261
2140	60399	24233
2141	60426	24204
2142	60454	24175
2143	60482	24148
2144	60509	24119
2145	60537	24090
2146	60565	24062
2147	60595	24035
2148	60623	24006
2149	60651	23978
2150	60680	23950
2151	60708	23922
2152	60737	23894
2153	60768	23867
2154	60796	23839
2155	60842	23817
2156	60871	23789
2157	60901	23762
2158	60935	23736
2159	60970	23710
2160	61001	23683
2161	61027	23654
2162	61054	23625
2163	61082	23597
2164	61112	23569
2165	61166	23551
2166	61203	23526
2167	61231	23498
2168	61260	23470
2169	61290	23442
2170	61324	23416
2171	61374	23396
2172	61415	23373
2173	61447	23346
2174	61474	23317
2175	61502	23289
2176	61529	23260
2177	61555	23231
2178	61582	23202
2179	61609	23174
2180	61636	23145
2181	61664	23117
2182	61693	23089
2183	61723	23061
2184	61750	23032
2185	61777	23004
2186	61803	22974
2187	61834	22947
2188	61863	22919
2189	61892	22891
2190	61921	22863
2191	61951	22836
2192	61978	22807
2193	62005	22778
2194	62035	22751
2195	62063	22722
2196	62090	22694
2197	62118	22665
2198	62147	22637
2199	62174	22608
2200	62201	22580
2201	62230	22552
2202	62257	22523
2203	62274	22491
2204	62300	22461
2205	62329	22434
2206	62357	22405
2207	62383	22376
2208	62410	22348
2209	62438	22319
2210	62467	22291
2211	62483	22259
2212	62511	22230
2213	62538	22202
2214	62566	22173
2215	62588	22143
2216	62614	22114
2217	62634	22082
2218	62677	22059
2219	62708	22032
2220	62737	22004
2221	62766	21976
2222	62795	21948
2223	62822	21920
2224	62849	21891
2225	62875	21862
2226	62901	21833
2227	62931	21805
2228	62958	21777
2229	62984	21748
2230	63011	21719
2231	63039	21690
2232	63067	21662
2233	63095	21634
2234	63122	21605
2235	63151	21577
2236	63182	21550
2237	63210	21522
2238	63236	21493
2239	63264	21464
2240	63292	21436
2241	63331	21411
2242	63363	21384
2243	63392	21356
2244	63425	21330
2245	63455	21302
2246	63484	21274
2247	63512	21246
2248	63540	21217
2249	63569	21189
2250	63597	21161
2251	63624	21132
2252	63651	21104
2253	63679	21075
2254	63707	21047
2255	63735	21019
2256	63763	20990
2257	63794	20963
2258	63823	20935
2259	63850	20906
2260	63876	20877
2261	63903	20849
2262	63930	20820
2263	63976	20797
2264	64004	20769
2265	64035	20742
2266	64065	20714
2267	64095	20686
2268	64124	20658
2269	64157	20632
2270	64185	20603
2271	64211	20574
2272	64240	20546
2273	64272	20519
2274	64298	20490
2275	64327	20462
2276	64356	20434
2277	64384	20406
2278	64412	20378
2279	64439	20349
2280	64466	20320
2281	64495	20292
2282	64522	20263
2283	64550	20235
2284	64579	20207
2285	64607	20179
2286	64634	20150
2287	64660	20121
2288	64688	20093
2289	64716	20064
2290	64745	20037
2291	64772	20008
2292	64802	19980
2293	64829	19951
2294	64857	19923
2295	64885	19895
2296	64914	19867
2297	64941	19838
2298	64968	19809
2299	64996	19781
2300	65023	19752
2301	65047	19723
2302	65074	19694
2303	65103	19666
2304	65131	19638
2305	65159	19610
2306	65187	19581
2307	65216	19553
2308	65247	19526
2309	65285	19500
2310	65313	19472
2311	65342	19444
2312	65371	19416
2313	65399	19387
2314	65426	19359
2315	65454	19331
2316	65482	19302
2317	65510	19274
2318	65538	19246
2319	65567	19218
2320	65595	19189
2321	65623	19161
2322	65650	19132
2323	65677	19104
2324	65706	19076
2325	65733	19047
2326	65761	19019
2327	65790	18990
2328	65817	18962
2329	65845	18934
2330	65872	18905
2331	65903	18878
2332	65930	18849
2333	65957	18820
2334	65984	18792
2335	66014	18764
2336	66040	18735
2337	66069	18707
2338	66097	18679
2339	66125	18650
2340	66153	18622
2341	66181	18594
2342	66209	18565
2343	66236	18537
2344	66263	18508
2345	66289	18479
2346	66318	18451
2347	66344	18422
2348	66374	18394
2349	66401	18366
2350	66428	18337
2351	66457	18309
2352	66484	18281
2353	66512	18252
2354	66542	18224
2355	66570	18196
2356	66613	18172
2357	66642	18144
2358	66671	18116
2359	66697	18087
2360	66728	18059
2361	66756	18031
2362	66783	18003
2363	66813	17975
2364	66840	17946
2365	66866	17917
2366	66893	17889
2367	66923	17861
2368	66950	17832
2369	66975	17803
2370	67002	17775
2371	67031	17747
2372	67060	17718
2373	67081	17688
2374	67108	17660
2375	67135	17631
2376	67161	17602
2377	67188	17574
2378	67215	17545
2379	67241	17516
2380	67269	17488
2381	67296	17459
2382	67323	17431
2383	67352	17403
2384	67379	17374
2385	67407	17346
2386	67438	17318
2387	67467	17290
2388	67494	17262
2389	67522	17233
2390	67553	17206
2391	67581	17177
2392	67608	17149
2393	67635	17120
2394	67664	17092
2395	67691	17064
2396	67718	17035
2397	67744	17006
2398	67773	16978
2399	67801	16950
2400	67828	16921
2401	67856	16893
2402	67885	16865
2403	67932	16841
2404	67960	16813
2405	67988	16785
2406	68016	16756
2407	68047	16729
2408	68075	16701
2409	68104	16672
2410	68133	16644
2411	68163	16616
2412	68191	16588
2413	68218	16560
2414	68250	16532
2415	68279	16504
2416	68307	16476
2417	68338	16448
2418	68365	16420
2419	68394	16392
2420	68420	16363
2421	68449	16335
2422	68477	16306
2423	68507	16278
2424	68534	16250
2425	68564	16222
2426	68593	16194
2427	68620	16165
2428	68647	16137
2429	68676	16109
2430	68704	16080
2431	68731	16052
2432	68758	16023
2433	68787	15995
2434	68814	15967
2435	68841	15938
2436	68869	15910
2437	68897	15882
2438	68915	15851
2439	68944	15823
2440	68972	15794
2441	69001	15766
2442	69028	15738
2443	69055	15709
2444	69083	15681
2445	69109	15652
2446	69137	15624
2447	69165	15596
2448	69193	15567
2449	69244	15544
2450	69275	15517
2451	69304	15488
2452	69332	15460
2453	69360	15432
2454	69390	15404
2455	69419	15376
2456	69448	15348
2457	69477	15320
2458	69505	15291
2459	69531	15262
2460	69559	15234
2461	69589	15206
2462	69622	15179
2463	69652	15151
2464	69684	15124
2465	69714	15096
2466	69748	15069
2467	69781	15042
2468	69808	15013
2469	69837	14985
2470	69865	14957
2471	69894	14929
2472	69923	14900
2473	69952	14872
2474	69978	14843
2475	70005	14815
2476	70032	14786
2477	70058	14757
2478	70084	14729
2479	70114	14701
2480	70141	14672
2481	70169	14644
2482	70199	14616
2483	70227	14588
2484	70252	14559
2485	70280	14531
2486	70308	14502
2487	70335	14474
2488	70362	14445
2489	70389	14417
2490	70417	14388
2491	70445	14360
2492	70472	14331
2493	70498	14303
2494	70539	14277
2495	70568	14249
2496	70596	14221
2497	70625	14193
2498	70653	14164
2499	70679	14135
2500	70707	14107
2501	70734	14079
2502	70761	14050
2503	70788	14022
2504	70817	13993
2505	70844	13965
2506	70887	13939
2507	70917	13911
2508	70944	13883
2509	70972	13855
2510	71003	13827
2511	71030	13799
2512	71057	13770
2513	71085	13742
2514	71114	13713
2515	71143	13685
2516	71170	13657
2517	71196	13628
2518	71224	13600
2519	71252	13571
2520	71278	13543
2521	71305	13514
2522	71333	13486
2523	71363	13458
2524	71391	13430
2525	71406	13399
2526	71436	13371
2527	71463	13342
2528	71490	13314
2529	71517	13285
2530	71546	13257
2531	71572	13229
2532	71600	13200
2533	71630	13172
2534	71658	13144
2535	71686	13116
2536	71712	13087
2537	71739	13058
2538	71761	13029
2539	71791	13001
2540	71819	12973
2541	71851	12945
2542	71881	12917
2543	71906	12888
2544	71937	12861
2545	71965	12832
2546	71992	12804
2547	72021	12776
2548	72049	12747
2549	72075	12719
2550	72102	12690
2551	72133	12662
2552	72161	12634
2553	72187	12605
2554	72215	12577
2555	72242	12549
2556	72269	12520
2557	72298	12492
2558	72326	12464
2559	72354	12435
2560	72382	12407
2561	72410	12379
2562	72437	12350
2563	72464	12322
2564	72490	12293
2565	72518	12265
2566	72546	12237
2567	72575	12208
2568	72603	12180
2569	72630	12152
2570	72659	12123
2571	72686	12095
2572	72713	12067
2573	72740	12038
2574	72768	12010
2575	72796	11982
2576	72823	11953
2577	72851	11925
2578	72882	11897
2579	72909	11869
2580	72938	11840
2581	72968	11812
2582	72996	11784
2583	73028	11756
2584	73055	11728
2585	73083	11700
2586	73111	11671
2587	73141	11643
2588	73186	11618
2589	73214	11589
2590	73240	11561
2591	73272	11533
2592	73301	11505
2593	73328	11477
2594	73356	11448
2595	73385	11420
2596	73411	11391
2597	73440	11363
2598	73471	11335
2599	73499	11307
2600	73519	11278
2601	73545	11249
2602	73572	11221
2603	73602	11192
2604	73629	11164
2605	73657	11136
2606	73686	11108
2607	73714	11079
2608	73740	11051
2609	73767	11022
2610	73797	10994
2611	73827	10966
2612	73853	10938
2613	73881	10909
2614	73910	10881
2615	73936	10853
2616	73963	10824
2617	73990	10796
2618	74018	10767
2619	74046	10739
2620	74071	10710
2621	74100	10682
2622	74128	10654
2623	74154	10625
2624	74183	10597
2625	74213	10569
2626	74240	10541
2627	74267	10512
2628	74294	10484
2629	74321	10455
2630	74349	10427
2631	74377	10399
2632	74403	10370
2633	74433	10342
2634	74465	10314
2635	74519	10290
2636	74551	10262
2637	74582	10234
2638	74611	10206
2639	74640	10178
2640	74666	10149
2641	74694	10121
2642	74722	10093
2643	74749	10064
2644	74776	10036
2645	74803	10007
2646	74830	9979
2647	74857	9950
2648	74885	9922
2649	74914	9894
2650	74941	9865
2651	74968	9837
2652	74998	9809
2653	75026	9781
2654	75053	9752
2655	75080	9724
2656	75107	9695
2657	75134	9667
2658	75160	9638
2659	75187	9610
2660	75214	9581
2661	75242	9553
2662	75269	9525
2663	75298	9497
2664	75326	9468
2665	75354	9440
2666	75381	9412
2667	75410	9383
2668	75439	9355
2669	75467	9327
2670	75495	9299
2671	75521	9270
2672	75549	9242
2673	75576	9213
2674	75603	9185
2675	75630	9157
2676	75659	9128
2677	75686	9100
2678	75731	9074
2679	75759	9045
2680	75786	9017
2681	75826	8990
2682	75853	8962
2683	75881	8933
2684	75911	8905
2685	75939	8877
2686	75965	8848
2687	75994	8820
2688	76025	8792
2689	76052	8764
2690	76080	8736
2691	76110	8708
2692	76139	8679
2693	76166	8651
2694	76193	8622
2695	76221	8594
2696	76247	8566
2697	76275	8537
2698	76302	8509
2699	76329	8481
2700	76357	8452
2701	76385	8424
2702	76411	8395
2703	76439	8367
2704	76468	8339
2705	76494	8310
2706	76524	8282
2707	76556	8254
2708	76583	8226
2709	76611	8198
2710	76640	8170
2711	76668	8141
2712	76694	8113
2713	76722	8084
2714	76754	8057
2715	76782	8028
2716	76810	8000
2717	76838	7972
2718	76867	7944
2719	76894	7915
2720	76921	7887
2721	76950	7859
2722	76977	7830
2723	77004	7802
2724	77035	7774
2725	77064	7745
2726	77092	7717
2727	77120	7689
2728	77148	7661
2729	77176	7632
2730	77205	7604
2731	77223	7575
2732	77253	7547
2733	77282	7519
2734	77308	7490
2735	77335	7462
2736	77363	7433
2737	77393	7405
2738	77421	7377
2739	77448	7349
2740	77474	7320
2741	77504	7292
2742	77534	7264
2743	77562	7236
2744	77591	7207
2745	77618	7179
2746	77647	7151
2747	77677	7123
2748	77705	7095
2749	77735	7066
2750	77762	7038
2751	77790	7010
2752	77818	6981
2753	77845	6953
2754	77871	6925
2755	77899	6896
2756	77927	6868
2757	77954	6840
2758	77981	6811
2759	78010	6783
2760	78037	6755
2761	78063	6726
2762	78090	6698
2763	78117	6669
2764	78145	6641
2765	78172	6613
2766	78199	6584
2767	78227	6556
2768	78254	6528
2769	78281	6499
2770	78309	6471
2771	78337	6443
2772	78364	6414
2773	78391	6386
2774	78418	6358
2775	78447	6330
2776	78482	6302
2777	78512	6274
2778	78539	6245
2779	78566	6217
2780	78593	6189
2781	78622	6160
2782	78649	6132
2783	78676	6104
2784	78705	6075
2785	78731	6047
2786	78758	6019
2787	78787	5991
2788	78815	5962
2789	78844	5934
2790	78872	5906
2791	78900	5877
2792	78927	5849
2793	78953	5821
2794	78980	5792
2795	79008	5764
2796	79036	5736
2797	79063	5707
2798	79089	5679
2799	79115	5651
2800	79142	5622
2801	79170	5594
2802	79198	5566
2803	79225	5537
2804	79253	5509
2805	79282	5481
2806	79309	5453
2807	79337	5424
2808	79367	5396
2809	79394	5368
2810	79420	5339
2811	79448	5311
2812	79477	5283
2813	79505	5255
2814	79532	5226
2815	79562	5198
2816	79588	5170
2817	79615	5141
2818	79642	5113
2819	79672	5085
2820	79699	5057
2821	79727	5028
2822	79755	5000
2823	79796	4973
2824	79825	4944
2825	79854	4916
2826	79881	4888
2827	79908	4860
2828	79937	4831
2829	79964	4803
2830	79978	4774
2831	80006	4746
2832	80035	4717
2833	80064	4689
2834	80090	4661
2835	80117	4633
2836	80146	4604
2837	80173	4576
2838	80200	4548
2839	80227	4519
2840	80254	4491
2841	80282	4463
2842	80309	4434
2843	80338	4406
2844	80368	4378
2845	80396	4350
2846	80424	4322
2847	80453	4293
2848	80480	4265
2849	80507	4237
2850	80535	4208
2851	80564	4180
2852	80591	4152
2853	80619	4124
2854	80648	4095
2855	80677	4067
2856	80705	4039
2857	80733	4011
2858	80772	3983
2859	80803	3955
2860	80832	3927
2861	80859	3898
2862	80891	3870
2863	80917	3842
2864	80944	3814
2865	80972	3785
2866	81000	3757
2867	81027	3729
2868	81055	3701
2869	81083	3672
2870	81116	3644
2871	81143	3616
2872	81174	3588
2873	81203	3560
2874	81231	3531
2875	81259	3503
2876	81287	3475
2877	81315	3447
2878	81344	3418
2879	81370	3390
2880	81397	3362
2881	81424	3333
2882	81450	3305
2883	81479	3277
2884	81506	3248
2885	81533	3220
2886	81560	3192
2887	81589	3164
2888	81617	3135
2889	81645	3107
2890	81673	3079
2891	81701	3051
2892	81730	3022
2893	81759	2994
2894	81788	2966
2895	81818	2938
2896	81846	2909
2897	81874	2881
2898	81902	2853
2899	81930	2825
2900	81958	2796
2901	81985	2768
2902	82035	2741
2903	82096	2713
2904	82125	2685
2905	82153	2657
2906	82180	2629
2907	82211	2600
2908	82243	2572
2909	82280	2544
2910	82308	2516
2911	82338	2488
2912	82365	2459
2913	82393	2431
2914	82423	2403
2915	82471	2375
2916	82501	2347
2917	82530	2319
2918	82556	2290
2919	82583	2262
2920	82609	2234
2921	82639	2205
2922	82666	2177
2923	82693	2149
2924	82721	2121
2925	82749	2092
2926	82775	2064
2927	82802	2036
2928	82832	2007
2929	82863	1979
2930	82890	1951
2931	82918	1923
2932	82946	1894
2933	82973	1866
2934	83001	1838
2935	83030	1809
2936	83058	1781
2937	83083	1753
2938	83110	1724
2939	83135	1696
2940	83164	1668
2941	83191	1640
2942	83219	1611
2943	83249	1583
2944	83278	1555
2945	83304	1526
2946	83331	1498
2947	83358	1470
2948	83385	1442
2949	83414	1413
2950	83441	1385
2951	83470	1357
2952	83501	1329
2953	83528	1300
2954	83557	1272
2955	83583	1244
2956	83609	1215
2957	83635	1187
2958	83662	1159
2959	83692	1130
2960	83718	1102
2961	83745	1074
2962	83781	1046
2963	83808	1017
2964	83835	989
2965	83862	961
2966	83891	933
2967	83918	904
2968	83948	876
2969	83976	848
2970	84004	819
2971	84032	791
2972	84061	763
2973	84090	735
2974	84117	706
2975	84144	678
2976	84172	650
2977	84202	622
2978	84228	593
2979	84241	565
2980	84270	537
2981	84298	508
2982	84326	480
2983	84353	452
2984	84382	424
2985	84410	395
2986	84437	367
2987	84466	339
2988	84494	310
2989	84522	282
2990	84550	254
2991	84579	226
2992	84607	197
2993	84636	169
2994	84651	141
2995	84677	113
2996	84705	84
2997	84732	56
2998	84758	28
2999	84784	0
