iter	RMSE
356	0.06345147765
357	0.06328600161
358	0.06305479898
359	0.06279663264
360	0.0627482684
361	0.06265080635
362	0.06253708996
363	0.06249189031
364	0.06219508341
365	0.06207734407
366	0.06203072091
367	0.06192290978
368	0.06177317801
369	0.06162963218
370	0.06154957861
371	0.0615048874
372	0.06148371718
373	0.06142397559
374	0.06125797081
375	0.06106350287
376	0.06099825504
377	0.06084065369
378	0.06078820315
379	0.06071418033
380	0.06065065653
381	0.06049455246
382	0.06031529875
383	0.06025104146
384	0.06020770245
385	0.06009781588
386	0.0600337731
387	0.06000968749
388	0.05975822033
389	0.05953442805
390	0.05946779264
391	0.0593736975
392	0.05916579251
393	0.05886160788
394	0.05866404139
395	0.05854684601
396	0.05832365808
397	0.05831512533
398	0.05822171751
399	0.05793491525
400	0.05792024254
401	0.05770117312
402	0.05756463068
403	0.05739360206
404	0.05725007905
405	0.0570725685
406	0.05689378425
407	0.05661801117
408	0.05650424746
409	0.056468797
410	0.05625228072
411	0.05615484518
412	0.056063671
413	0.05588863797
414	0.05580247716
415	0.05567462107
416	0.05554863012
417	0.05541321726
418	0.0553586696
419	0.05523513714
420	0.05503254285
421	0.05502050615
422	0.05495520103
423	0.0548252442
424	0.05461713912
425	0.05438260005
426	0.05429884271
427	0.05401380029
428	0.05387023072
429	0.05374519979
430	0.05364310773
431	0.05362953681
432	0.05341141912
433	0.05333001939
434	0.05325589164
435	0.0531513643
436	0.05313674525
437	0.05299594476
438	0.05272511617
439	0.05254757607
440	0.05252890132
441	0.05232545832
442	0.05220227469
443	0.05201079528
444	0.05181096945
445	0.05175672429
446	0.05173626678
447	0.05158478325
448	0.05142484392
449	0.05122553154
450	0.05113679607
451	0.05108831577
452	0.05091668719
453	0.05083769061
454	0.05069774202
455	0.0506777669
456	0.0505444238
457	0.05043946866
458	0.05040204457
459	0.05017442062
460	0.05009522685
461	0.05004027858
462	0.05001359739
463	0.04994013529
464	0.04977146757
465	0.04976442585
466	0.04963442035
467	0.04955376646
468	0.04954300426
469	0.04948136325
470	0.04941016144
471	0.049246091
472	0.04922486397
473	0.0491040971
474	0.04896480444
475	0.04891034958
476	0.04879869278
477	0.0485357264
478	0.0484514198
479	0.04842313914
480	0.04823680371
481	0.04816009128
482	0.04800432453
483	0.04783546738
484	0.04774315347
485	0.04773644814
486	0.0475708705
487	0.04754631253
488	0.0473342022
489	0.04724296669
490	0.04710808696
491	0.0470949098
492	0.047000062
493	0.04687809933
494	0.04674314799
495	0.04669627681
496	0.04658607467
497	0.04657700501
498	0.04645385197
499	0.04642934981
500	0.04624275202
501	0.04611981006
502	0.04601262307
503	0.04594760524
504	0.04575574339
505	0.04575410468
506	0.04571092073
507	0.04564397887
508	0.04553404679
509	0.04543507135
510	0.045427581
511	0.04540311187
512	0.04536267388
513	0.04527555342
514	0.04518589532
515	0.04516755644
516	0.04515811415
517	0.04496374019
518	0.04478504115
519	0.0446406327
520	0.04453211596
521	0.04445248296
522	0.04430103955
523	0.0442075387
524	0.04418373689
525	0.04403194728
526	0.04389134425
527	0.04379735134
528	0.04378397997
529	0.04371225946
530	0.04365402485
531	0.04364712196
532	0.04352948922
533	0.04341949948
534	0.04334185133
535	0.04318577055
536	0.04307080344
537	0.0429599371
538	0.04277382395
539	0.04275889949
540	0.04261998087
541	0.04261156977
542	0.04254010487
543	0.04243951076
544	0.04230956633
545	0.04215167
546	0.04213850885
547	0.04213276095
548	0.04206844162
549	0.04193566136
550	0.04184828405
551	0.04183634157
552	0.04178647546
553	0.04164272813
554	0.04156381465
555	0.04151206014
556	0.04145023461
557	0.04135556136
558	0.04125620922
559	0.04123242958
560	0.04119943245
561	0.0411173089
562	0.04096322256
563	0.04085924413
564	0.04072306553
565	0.04067228763
566	0.04059287143
567	0.04051348617
568	0.04039526492
569	0.04035110296
570	0.04034422528
571	0.04024396287
572	0.04010676739
573	0.0400025164
574	0.03991963073
575	0.03982030738
576	0.03978102414
577	0.03974605966
578	0.03965429559
579	0.03960122112
580	0.039591598
581	0.03947112658
582	0.03937299335
583	0.03926767287
584	0.0391516368
585	0.0390711698
586	0.03901684728
587	0.0389474448
588	0.03888356562
589	0.03881401495
590	0.03876331278
591	0.03872434376
592	0.03860860703
593	0.03854817238
594	0.03854159383
595	0.03843316187
596	0.03833513845
597	0.03824062079
598	0.03817253037
599	0.03816864453
600	0.03805111235
601	0.03794456239
602	0.03787966033
603	0.03781822481
604	0.03781185558
605	0.0376958637
606	0.03768399371
607	0.03763551408
608	0.03757331447
609	0.03756912365
610	0.03756327005
611	0.03748984895
612	0.03732770273
613	0.03730030641
614	0.03729244593
615	0.03718302648
616	0.03712929306
617	0.03704266635
618	0.0369561887
619	0.03694395152
620	0.03691963922
621	0.03683906494
622	0.03675625469
623	0.03670869014
624	0.03670329119
625	0.03663555864
626	0.03660614416
627	0.03646773796
628	0.03645298726
629	0.03634504211
630	0.03634064769
631	0.03619903703
632	0.03615500776
633	0.03603821861
634	0.03599507401
635	0.0359865038
636	0.0358961178
637	0.03589264128
638	0.03586902968
639	0.03571546804
640	0.0356754773
641	0.0355635665
642	0.03548846472
643	0.03543486287
644	0.03537070655
645	0.03526020059
646	0.03517710399
647	0.03503725856
648	0.03501957738
649	0.03497988731
650	0.03485964716
651	0.03474916255
652	0.03467312202
653	0.0346259512
654	0.03450288395
655	0.03448429934
656	0.03434968978
657	0.03432789861
658	0.03423664245
659	0.03419371628
660	0.0341563187
661	0.03408360107
662	0.03399645678
663	0.03392566344
664	0.03376705812
665	0.03376125309
666	0.03363688756
667	0.03348400975
668	0.03342551699
669	0.03340662924
670	0.03336953514
671	0.03328228359
672	0.03321477841
673	0.03321148126
674	0.03310902383
675	0.03297814333
676	0.03291197877
677	0.0328831014
678	0.03277377878
679	0.03271837951
680	0.03271521723
681	0.03262362204
682	0.032553929
683	0.03252326065
684	0.03245285576
685	0.03237495152
686	0.03229906118
687	0.03226314314
688	0.03223989827
689	0.03218681247
690	0.03211333888
691	0.03201470651
692	0.03196821181
693	0.03195799952
694	0.0317954924
695	0.03174800626
696	0.03167023946
697	0.03157443444
698	0.03148346375
699	0.03142986566
700	0.03139590194
701	0.03134933337
702	0.03129977673
703	0.03123804135
704	0.03117256433
705	0.03114028653
706	0.03103692708
707	0.03101605606
708	0.03098241759
709	0.03094539401
710	0.03092562207
711	0.03084368871
712	0.03078624919
713	0.03077324451
714	0.03068629561
715	0.03058860155
716	0.03054173207
717	0.03049211015
718	0.03047527766
719	0.03043238973
720	0.03029498501
721	0.03022679281
722	0.03018590305
723	0.03015248475
724	0.0300330154
725	0.02998554068
726	0.02995412907
727	0.02989076729
728	0.02985067452
729	0.02984584509
730	0.0298104494
731	0.02975328644
732	0.02969963999
733	0.02961762815
734	0.02961397348
735	0.02959250091
736	0.02953466488
737	0.02947420839
738	0.02940365516
739	0.02928916672
740	0.02920766418
741	0.02916615074
742	0.02911000276
743	0.02910616797
744	0.02904586635
745	0.0290065965
746	0.02900381523
747	0.02895719706
748	0.02892248623
749	0.02891605276
750	0.02888720164
751	0.02885993436
752	0.02876028973
753	0.02872163561
754	0.02864878426
755	0.02861435301
756	0.02858848489
757	0.02858391766
758	0.02855171347
759	0.02847488456
760	0.02833105464
761	0.02832545775
762	0.02832052938
763	0.02830060445
764	0.02820087745
765	0.02819704873
766	0.02819462392
767	0.0281227331
768	0.02809593206
769	0.0280874653
770	0.0280544091
771	0.02805168874
772	0.02800670498
773	0.02797077851
774	0.02795558563
775	0.02790687047
776	0.02782234145
777	0.02776981113
778	0.02772010135
779	0.02766887487
780	0.02762203007
781	0.02757436026
782	0.02754561281
783	0.02747526448
784	0.02744209082
785	0.02739068359
786	0.02738815772
787	0.02734945015
788	0.02723985915
789	0.02719096308
790	0.02716541092
791	0.02712695038
792	0.0270780174
793	0.02705731124
794	0.02699245085
795	0.02692936023
796	0.02687439759
797	0.02684429066
798	0.02680078404
799	0.02679844418
800	0.02668860201
801	0.0265886472
802	0.02658122649
803	0.02649985541
804	0.02646043741
805	0.02641512303
806	0.02633551865
807	0.02631712884
808	0.02631533962
809	0.0262991022
810	0.02626162271
811	0.02620433313
812	0.02613525614
813	0.02609790585
814	0.02600709522
815	0.0259847039
816	0.02596465027
817	0.02593432407
818	0.02591008303
819	0.02589862578
820	0.02584095314
821	0.02581360577
822	0.02579277391
823	0.02575571234
824	0.02573984236
825	0.02569171356
826	0.02567341014
827	0.02566283588
828	0.02563222913
829	0.02555977674
830	0.02547962838
831	0.0253989318
832	0.02538023767
833	0.02536362313
834	0.02535046449
835	0.02531755545
836	0.02529573426
837	0.02529166051
838	0.02527742998
839	0.02520266
840	0.02518671606
841	0.0251267608
842	0.0250982378
843	0.02506721708
844	0.025020653
845	0.02498023423
846	0.02494674125
847	0.02494101827
848	0.02487913301
849	0.02479597509
850	0.02477607032
851	0.02476035982
852	0.02475038188
853	0.02472375671
854	0.02470164271
855	0.02464393116
856	0.02460254029
857	0.02456273745
858	0.02453335115
859	0.02449570302
860	0.02447413512
861	0.02444347373
862	0.02440383077
863	0.02435906771
864	0.02430979821
865	0.02430109534
866	0.02425735071
867	0.02422283618
868	0.02421366196
869	0.02414970558
870	0.02411052617
871	0.02406660389
872	0.02405068175
873	0.02401154872
874	0.02399010137
875	0.0239842046
876	0.02394182429
877	0.02389704372
878	0.02386164487
879	0.02385989958
880	0.02382667808
881	0.02378172104
882	0.02375592472
883	0.02371813285
884	0.02371456108
885	0.02368693428
886	0.02367825339
887	0.02366582619
888	0.02364138036
889	0.02359402711
890	0.02356120525
891	0.02349402747
892	0.02346818942
893	0.02344377551
894	0.02341340438
895	0.0233919968
896	0.02331149237
897	0.02325416772
898	0.02323554943
899	0.02322249052
900	0.02319999149
901	0.02316601088
902	0.02314314815
903	0.02310400332
904	0.02309047789
905	0.0230889915
906	0.02305867568
907	0.02301428415
908	0.02295250801
909	0.0229186629
910	0.02286368775
911	0.02284530892
912	0.02283307253
913	0.02281588279
914	0.02281067987
915	0.02280468043
916	0.02278970853
917	0.02276557653
918	0.02270286804
919	0.02267933573
920	0.02262876621
921	0.02261539641
922	0.02257320986
923	0.02250905963
924	0.02246385449
925	0.0224375214
926	0.02238089015
927	0.02234919175
928	0.0223455547
929	0.02227968192
930	0.02225533949
931	0.02222292776
932	0.02218455056
933	0.02214198782
934	0.02211549078
935	0.02210090166
936	0.02209281293
937	0.02205039563
938	0.0220072966
939	0.022005817
940	0.02195670685
941	0.02194763242
942	0.02192351594
943	0.02187268629
944	0.02181841424
945	0.02181386279
946	0.02180782527
947	0.02180649871
948	0.02179174553
949	0.02177545718
950	0.021759121
951	0.02170704309
952	0.02169295412
953	0.0216373559
954	0.0216092239
955	0.02158878165
956	0.02157796788
957	0.02155764971
958	0.02152785548
959	0.02151172626
960	0.02144844783
961	0.02140625828
962	0.02140494601
963	0.02140304329
964	0.02139292263
965	0.02134584155
966	0.0213018219
967	0.02128964534
968	0.02126382217
969	0.0211893024
970	0.02113399234
971	0.02111109236
972	0.02111054238
973	0.021094776
974	0.02103913445
975	0.02103191134
976	0.02097661212
977	0.02090499195
978	0.02090130086
979	0.02083471334
980	0.02079901983
981	0.02079764293
982	0.0207824703
983	0.02073421567
984	0.02072529635
985	0.02070026948
986	0.02069394168
987	0.02069299387
988	0.02067007775
989	0.02065572526
990	0.02064594193
991	0.02063951451
992	0.02057514173
993	0.02057068683
994	0.02052351649
995	0.02050287191
996	0.02047325419
997	0.02045811871
998	0.02043651935
999	0.02038033894
1000	0.02036718825
1001	0.02036588828
1002	0.02029351978
1003	0.02028591207
1004	0.02027056095
1005	0.02025411684
1006	0.02021565601
1007	0.02018328973
1008	0.02016542587
1009	0.02016510804
1010	0.02014395014
1011	0.02014284324
1012	0.02012769939
1013	0.02011789617
1014	0.0200951931
1015	0.02007950236
1016	0.02006816953
1017	0.02000681411
1018	0.01999042166
1019	0.01997575157
1020	0.01996363477
1021	0.01995401477
1022	0.01994437738
1023	0.01993880095
1024	0.01992763278
1025	0.01991644435
1026	0.01986673407
1027	0.01981525305
1028	0.01979072304
1029	0.01979045736
1030	0.01977282493
1031	0.01969378797
1032	0.01967123486
1033	0.01965677729
1034	0.01964481185
1035	0.01963585766
1036	0.01961514702
1037	0.01958935217
1038	0.01958155673
1039	0.01953713509
1040	0.0195126438
1041	0.01950158794
1042	0.01949476731
1043	0.01946951126
1044	0.01943494646
1045	0.01943359954
1046	0.01940692688
1047	0.01939949426
1048	0.01937433781
1049	0.01934954911
1050	0.01933604902
1051	0.01931759074
1052	0.0192767924
1053	0.01926982916
1054	0.01922714176
1055	0.01920565006
1056	0.01919323621
1057	0.01917963219
1058	0.01916258468
1059	0.01916068327
1060	0.01914211322
1061	0.01913527902
1062	0.01912287518
1063	0.01910942755
1064	0.01909632431
1065	0.01908332335
1066	0.01908266204
1067	0.01905849628
1068	0.01905367154
1069	0.01904885069
1070	0.01902557779
1071	0.01900046918
1072	0.01898858483
1073	0.01896915191
1074	0.01895607476
1075	0.01890478817
1076	0.01888941031
1077	0.01887269054
1078	0.0188474908
1079	0.01884586514
1080	0.01879283393
1081	0.01878202072
1082	0.01873407779
1083	0.01871469811
1084	0.01866061866
1085	0.01864440132
1086	0.01863846105
1087	0.01862933438
1088	0.01861832371
1089	0.0186085131
1090	0.01858509395
1091	0.01857997058
1092	0.01856165135
1093	0.01854876491
1094	0.01854668586
1095	0.01850325229
1096	0.01849464608
1097	0.01848648555
1098	0.01848093486
1099	0.01847980671
1100	0.01847136861
1101	0.01846849535
1102	0.01841247609
1103	0.01839661027
1104	0.0183715405
1105	0.01835412038
1106	0.01833227826
1107	0.01830363731
1108	0.01829474128
1109	0.01828575085
1110	0.01823878531
1111	0.01822467104
1112	0.0182235005
1113	0.01822276537
1114	0.01821312773
1115	0.01818825998
1116	0.01818771181
1117	0.01818048333
1118	0.01809002835
1119	0.01804504063
1120	0.01802960169
1121	0.01800620014
1122	0.01797397235
1123	0.01795784913
1124	0.01794799214
1125	0.01794341261
1126	0.01793572219
1127	0.01792670589
1128	0.01789363938
1129	0.01789290052
1130	0.0178775283
1131	0.01787631714
1132	0.01786455192
1133	0.0178547527
1134	0.01785237547
1135	0.01784514138
1136	0.01782573522
1137	0.01782217849
1138	0.01779613966
1139	0.0177554051
1140	0.01774415592
1141	0.0177354613
1142	0.01771159527
1143	0.0176972414
1144	0.01769458451
1145	0.01769256149
1146	0.01764420761
1147	0.01763874915
1148	0.01762886384
1149	0.01762658848
1150	0.01761801608
1151	0.01761722653
1152	0.01761601591
1153	0.01759406774
1154	0.01758368916
1155	0.01756867198
1156	0.01755865278
1157	0.01754555825
1158	0.01753894073
1159	0.01753099634
1160	0.01751577087
1161	0.01750929638
1162	0.01749679571
1163	0.01748416849
1164	0.0174361308
1165	0.01743249769
1166	0.01742508416
1167	0.01741782719
1168	0.01740931553
1169	0.01738523983
1170	0.01737697264
1171	0.01736552402
1172	0.01735608152
1173	0.0173391047
1174	0.01732573396
1175	0.01731133329
1176	0.01727757671
1177	0.01727672742
1178	0.01727146725
1179	0.01726066101
1180	0.01725344388
1181	0.01722413064
1182	0.01722300884
1183	0.01721190659
1184	0.01719312393
1185	0.01718534224
1186	0.0171717382
1187	0.01717093156
1188	0.017125893
1189	0.01708007626
1190	0.01707915402
1191	0.01707443887
1192	0.01707338078
1193	0.01706486526
1194	0.01705924335
1195	0.01705907207
1196	0.01704972501
1197	0.01703505823
1198	0.01700131771
1199	0.01699891128
1200	0.01696779932
1201	0.01694749954
1202	0.01692590968
1203	0.0169114337
1204	0.01689548261
1205	0.01685930961
1206	0.01685494637
1207	0.01684929326
1208	0.01684474097
1209	0.01683522055
1210	0.01683235037
1211	0.01681235586
1212	0.01680774828
1213	0.01680029359
1214	0.01679496101
1215	0.01677441439
1216	0.01675531273
1217	0.01675440593
1218	0.01674699061
1219	0.0167284828
1220	0.01672125838
1221	0.01670129564
1222	0.01669232634
1223	0.01665347573
1224	0.01663976728
1225	0.01663487072
1226	0.01662977008
1227	0.01661272163
1228	0.01659767524
1229	0.01658745034
1230	0.01655861375
1231	0.0165492758
1232	0.01652710749
1233	0.01650752001
1234	0.01649007804
1235	0.01647073384
1236	0.01645445028
1237	0.01645366819
1238	0.01644860667
1239	0.01641419553
1240	0.01641272568
1241	0.0164120903
1242	0.01640787907
1243	0.01638784578
1244	0.01638233781
1245	0.01637868405
1246	0.0163170476
1247	0.01628449413
1248	0.01623283174
1249	0.0162205569
1250	0.01621648566
1251	0.01621113476
1252	0.01620922672
1253	0.01620277562
1254	0.01618483408
1255	0.01615152771
1256	0.01613205522
1257	0.01612778244
1258	0.01611411956
1259	0.01610916731
1260	0.01610855992
1261	0.01610176969
1262	0.01608598871
1263	0.01608524003
1264	0.01607016093
1265	0.01606936644
1266	0.01606044398
1267	0.01604119048
1268	0.01603450903
1269	0.01600815101
1270	0.01600752188
1271	0.01598594973
1272	0.01596263217
1273	0.01595418519
1274	0.01593839984
1275	0.01593136559
1276	0.01591280226
1277	0.01589813697
1278	0.01589145462
1279	0.0158834003
1280	0.01587609617
1281	0.01586954655
1282	0.01586371009
1283	0.01585293462
1284	0.01582865817
1285	0.01581547454
1286	0.01580808571
1287	0.01579460326
1288	0.01577277256
1289	0.01575321173
1290	0.01570972168
1291	0.01570273112
1292	0.01566613607
1293	0.01564214091
1294	0.01563561897
1295	0.01562117777
1296	0.01561078955
1297	0.01560681659
1298	0.01559195791
1299	0.01558465765
1300	0.01556821596
1301	0.01555822808
1302	0.01553996973
1303	0.01553312794
1304	0.01551127084
1305	0.01549919832
1306	0.01549500166
1307	0.01548071221
1308	0.01548021226
1309	0.01547546761
1310	0.01547415989
1311	0.0154691805
1312	0.0154504078
1313	0.01542854604
1314	0.01540124524
1315	0.01539086067
1316	0.01537163943
1317	0.01537111497
1318	0.01535718989
1319	0.01532002126
1320	0.01530514065
1321	0.01526000115
1322	0.01524326547
1323	0.0152353234
1324	0.01521734566
1325	0.01518255938
1326	0.01515579543
1327	0.01512970144
1328	0.01505398288
1329	0.01502528853
1330	0.01500819817
1331	0.01499784159
1332	0.01499136388
1333	0.01497967858
1334	0.01494637551
1335	0.01494117208
1336	0.01491078977
1337	0.01487796258
1338	0.0148735202
1339	0.01485903931
1340	0.01485724263
1341	0.01483880347
1342	0.01479576269
1343	0.01478750577
1344	0.01478367294
1345	0.01477946092
1346	0.014769399
1347	0.01475970674
1348	0.01475449123
1349	0.01474833866
1350	0.01474513538
1351	0.01473975295
1352	0.01465852835
1353	0.01463006822
1354	0.01462367221
1355	0.01459436509
1356	0.01458863749
1357	0.01458800469
1358	0.01458241293
1359	0.01457420571
1360	0.01453602557
1361	0.01450419644
1362	0.01449725708
1363	0.01448845089
1364	0.01447254087
1365	0.01447075629
1366	0.01446281523
1367	0.01445551709
1368	0.01445330259
1369	0.01444400255
1370	0.01443633871
1371	0.01443050883
1372	0.01442291436
1373	0.01440991693
1374	0.01439406838
1375	0.01439129092
1376	0.01438362246
1377	0.01436278171
1378	0.01434723804
1379	0.01433974426
1380	0.01433001071
1381	0.01432200094
1382	0.01431565341
1383	0.0143119547
1384	0.01430075185
1385	0.01429499439
1386	0.01428731007
1387	0.0142741726
1388	0.01426060615
1389	0.01421875458
1390	0.01420908408
1391	0.01419519693
1392	0.01419066099
1393	0.01418040464
1394	0.01416750289
1395	0.01408305018
1396	0.0140817032
1397	0.0140777412
1398	0.01407725146
1399	0.01407483555
1400	0.01406236208
1401	0.01405889975
1402	0.01405391603
1403	0.01404131977
1404	0.01397169673
1405	0.01396282374
1406	0.01394092319
1407	0.01393518366
1408	0.01391132153
1409	0.013887593
1410	0.01388408941
1411	0.01387281036
1412	0.01385172506
1413	0.0138512757
1414	0.01384195945
1415	0.01382396548
1416	0.0138163514
1417	0.01380431495
1418	0.0137885062
1419	0.01377585924
1420	0.01377532902
1421	0.01375996148
1422	0.01374215324
1423	0.01372473908
1424	0.0137033896
1425	0.01369617372
1426	0.01369201373
1427	0.01368603184
1428	0.01366067459
1429	0.01365395516
1430	0.01365183327
1431	0.01365115438
1432	0.01364953096
1433	0.01363721388
1434	0.0136290851
1435	0.01360905424
1436	0.0135937668
1437	0.01356464832
1438	0.01355899132
1439	0.01354390658
1440	0.01353314931
1441	0.01352267245
1442	0.01351410849
1443	0.01351080807
1444	0.01350650164
1445	0.01350282377
1446	0.01348428591
1447	0.01341574376
1448	0.01338795516
1449	0.0133855243
1450	0.01337164458
1451	0.01336596199
1452	0.0133568004
1453	0.01335526536
1454	0.01335040552
1455	0.01334453303
1456	0.01334139425
1457	0.01333868417
1458	0.01333365488
1459	0.01332728258
1460	0.01331262732
1461	0.01330263143
1462	0.01330031525
1463	0.01329434744
1464	0.01328971157
1465	0.01328815056
1466	0.01327258974
1467	0.0132673855
1468	0.01326575745
1469	0.01326530584
1470	0.01326422777
1471	0.0132600549
1472	0.01324671288
1473	0.01324300447
1474	0.01323558659
1475	0.01323506962
1476	0.01322284234
1477	0.0132127812
1478	0.01320485773
1479	0.01320265651
1480	0.01313892488
1481	0.01312874504
1482	0.0131185834
1483	0.01311329614
1484	0.01310447477
1485	0.01309856792
1486	0.01309261868
1487	0.01308881357
1488	0.01307009051
1489	0.01306622251
1490	0.01306206353
1491	0.01306067573
1492	0.01304785841
1493	0.01304590241
1494	0.01304409184
1495	0.01303790201
1496	0.01301286176
1497	0.01300416503
1498	0.01299466765
1499	0.01299223342
1500	0.01298231291
