Image Link,Price,Text Preview,Rooms,Area,Floor,Total Floors,district,address,Price_per_m2,address_lower,district_lower,nearby_universities,nearby_parks;;;;;;;
"https://krisha-photos.kcdn.online/webp/9e/9ef03e08-8f25-47b2-930b-6ca8892c3a80/5-400x300.jpg,170000.0,""жил. комплекс Шугыла, меблирована полностью, Страховой депозит-50 000тг. Комиссия риелтора-30%. Группа мужчин не беспокоить. Готова к переезду. Без животных. Только на долгий срок"",1.0,45.0,7.0,9.0,Наурызбайский р-н,""мкр Шугыла, Микрорайон «Шугыла» — Проспект Алатау"",3777.777777777778,""мкр шугыла, микрорайон «шугыла» — проспект алатау"",наурызбайский р-н,[],[]";;;;;;;
"https://krisha-photos.kcdn.online/webp/d1/d148520f-feff-4fbe-845a-14e7044ea247/1-400x300.jpg,230000.0,""меблирована полностью, Сдается новая квартира евро двушка, со свежим ремонтом и новой мебелью. Теплая солнечная квартира из качественных материалов. Сдается на долгий срок. СТУДЕНТОМ НЕ СДАЕТСЯ. СДАЕМ ТОЛЬКО СЕМЕЙНЫМ ПАРАМ. Квартире имеется вся нужная мебель для проживание также и техника. Депози…"",2.0,36.5,1.0,3.0,Нур Алатау  15 Тамос  дом 10,,6301.369863013699,,нур алатау  15 тамос  дом 10,[],[]";;;;;;;
https://krisha-photos.kcdn.online/webp/07/07de9795-5043-450a-8a61-d5ab9a6981af/1-400x300.jpg,380000.0,меблирована полностью,2.0,60.0,5.0,9.0,Медеуский р-н,Самал-2 — Аль-Фараби,6333.333333333333,самал-2 — аль-фараби,медеуский р-н,['KIMEP University'],[];;;;;;;
"https://krisha-photos.kcdn.online/webp/a0/a056bfab-1a47-41cb-bd45-a945f06c751a/1-400x300.jpg,500000.0,""жил. комплекс Шахристан, меблирована полностью, Сдаем в аренду 3х комнатную квартиру, полностью мебелированную, с бытовой техникой, в каждой комнате установлен кондиционер, на кухне посудомоечная машина. В квартире 2 сан узла: ванна и душ. Есть отдельная гардеробная комната (кладовка), лоджия. Ярк…"",3.0,100.0,9.0,18.0,Бостандыкский р-н,Навои 208/1 — Торайгырова,5000.0,навои 208/1 — торайгырова,бостандыкский р-н,""['Kazakh National Agrarian University', 'KIMEP University']"",[]";;;;;;;
"https://krisha-photos.kcdn.online/webp/7a/7abcd7c0-d09f-4fd2-97a8-0bbc30357c6c/2-400x300.jpg,430000.0,""жил. комплекс Шахристан, меблирована полностью, Сдам квартиру в идеальном состоянии на длительный срок. Расположена в удобном районе. Безопасный, закрытый, охраняемый двор, с камерами по всей территории. Большое количество детских площадок и аллей для прогулок на территории. В жилом комплексе разви…"",2.0,70.0,2.0,18.0,Бостандыкский р-н,Навои — Торайгырова,6142.857142857143,навои — торайгырова,бостандыкский р-н,[],[]";;;;;;;
"https://krisha-photos.kcdn.online/webp/03/0310c712-f6a4-4928-98ea-5e3e1813cb7f/1-400x300.jpg,200000.0,""Сдам 2 ком квартиру с ремонтом, семейным. Без животных, длительный срок. Оплата за месяц 200000+ ком услуги. Депозит 100000. Район Мехпоселок"",2.0,40.0,2.0,2.0,Турксибский р-н,Сейфуллина 173/9 — Мехпоселок,5000.0,сейфуллина 173/9 — мехпоселок,турксибский р-н,[],[]";;;;;;;
"https://krisha-photos.kcdn.online/webp/dc/dcf22d61-d3da-434f-9141-089c86e6e456/2-400x300.jpg,250000.0,""жил. площадь 45 м², кухня 9 м², меблирована полностью, БЕЗ ДЕПОЗИТА. НЕДОРОГАЯ ЦЕНА. ВСЕ КАК НА ФОТО. Риэлторские Услуги 30%- Процентов От Месячной Оплаты, ЕДИНОРАЗОВО, и 2000- тенге За Показ. Престижный Район Города, Недалеко от Цума и Арбата, Рядом с Тюзом, и Парком с фантанами у Тюза…"",3.0,67.0,5.0,9.0,Медеуский р-н,Молдагуловой — Абылай Хана,3731.3432835820895,молдагуловой — абылай хана,медеуский р-н,[],[]";;;;;;;
"https://krisha-photos.kcdn.online/webp/aa/aace4aaa-ccd5-4cdf-8e0a-50c5f0381868/1-400x300.jpg,155000.0,""жил. площадь 18 м², кухня 9 м², меблирована полностью, Ближе к пересечению Улиц Навои-ниже-Токтабаева. НЕДОРОГАЯ ЦЕНА. ВСЕ КАК НА ФОТО. сдается Только На 6- 7 Месяцев До ноября, Поэтому НЕДОРОГО. Оплата Помесячно. Кварплата За Счет Квартирантов. Риэлторские услуги-50-000 тенге ЕДИНОРАЗОВО, плюс 20…"",1.0,40.0,5.0,9.0,Ауэзовский р-н,мкр Таугуль-1,3875.0,мкр таугуль-1,ауэзовский р-н,[],[]";;;;;;;
"https://krisha-photos.kcdn.online/webp/30/302e243b-6596-4f46-ac5c-da04b47190aa/22-400x300.jpg,170000.0,""жил. площадь 18 м², кухня 9 м², меблирована полностью, НЕДОРОГО. Ближе к пересечению Улиц Мамышулы-ниже-Абая, Недалеко от Станции Метро И От Супермаркета - МАГНУМ. ВСЕ КАК НА ФОТО. Коммуналка За Счет Квартирантов. Риэлторские Услуги 30% -Процентов От Месячной Оплаты, ЕДИНОРАЗОВО, и 2000 ТГ. показ…"",1.0,40.0,2.0,9.0,Ауэзовский р-н,мкр Жетысу-1,4250.0,мкр жетысу-1,ауэзовский р-н,[],[]";;;;;;;
"https://krisha-photos.kcdn.online/webp/4a/4a8181be-886f-4bbe-8c41-ca8155faeee0/15-400x300.jpg,300000.0,""меблирована полностью, 3х комнатная уютная квартира полностью меблирована, отличный район, двор, дом тихий и спокойный, во дворе парковка, хорошие соседи, все в шаговой доступности, удобные транспортные развязки, городской транспорт, школы, супермаркеты, детсады, магазины, установлен фильтр для…"",3.0,60.0,5.0,5.0,Алмалинский р-н,Карасай батыра 180 — Жарокова,5000.0,карасай батыра 180 — жарокова,алмалинский р-н,['Kazakh National Agrarian University'],[]";;;;;;;
"https://krisha-photos.kcdn.online/webp/f5/f55b9f39-137b-4f47-891d-a8acd54be0f7/5-400x300.jpg,190000.0,""жил. комплекс Athletic village, меблирована полностью, Сдается уютная, светлая, зимой теплая квартира в ЖК Атлетическая деревня (прям за Алматы Ареной) Только для некурящих и без животных. Квартира оснащена современной кухней, просторным диваном, тремя шкафами, гардеробной с удобными полками…"",1.0,41.0,7.0,8.0,Алатауский р-н,Б. Момышулы — За Алматы Ареной,4634.1463414634145,б. момышулы — за алматы ареной,алатауский р-н,[],[]";;;;;;;
"https://krisha-photos.kcdn.online/webp/aa/aa6bb804-aad0-404d-9fa8-aac280ab9387/1-400x300.jpg,120000.0,""меблирована полностью, Сдам новый 1й дом, сан техника новая, кухонный гарнитур, шкаф все новое. Порядочным без животных! Депозит 50000"",1.0,32.0,1.0,1.0,Алатауский р-н,мкр Мадениет 702,3750.0,мкр мадениет 702,алатауский р-н,['KIMEP University'],[]";;;;;;;
"https://krisha-photos.kcdn.online/webp/98/987f13b3-305a-4b37-a3df-e22858bf67dd/1-400x300.jpg,330000.0,""жил. комплекс Nomad 2, меблирована полностью"",1.0,45.0,2.0,13.0,Алмалинский р-н,Толе би 189 — Гагарина,7333.333333333333,толе би 189 — гагарина,алмалинский р-н,['Kazakh National Agrarian University'],[]";;;;;;;
"https://krisha-photos.kcdn.online/webp/54/54232203-c434-4761-b72b-c9bab962a745/1-400x300.jpg,220000.0,""меблирована полностью, Удобное расположение в спальном районе Страховой возвратный депозит 50000 тенге"",2.0,43.0,2.0,4.0,Ауэзовский р-н,Жандосова 166,5116.279069767442,жандосова 166,ауэзовский р-н,[],[]";;;;;;;
